context;source;city_id;province_id;date (DD/MM/YY HH.mm.ss)
kepala dinas kelautan dan perikanan aceh penundaan berlarut;ombudsman;1171;11;14/05/14 14.04.00
kepala badan kepegawaian negara regional bali nusra penyimpangan prosedur;ombudsman;5171;51;14/05/14 14.04.00
direktur penyimpangan prosedur;ombudsman;6471;64;14/05/14 14.04.00
kepala unit reskrim penundaan berlarut;ombudsman;6405;64;14/05/14 14.04.00
panitia ppdes & inspektorat penyalahgunaan wewenang;ombudsman;1901;19;14/05/14 14.04.00
kepala kantor pertanahan kota jambi penundaan berlarut;ombudsman;NULL;15;14/05/14 14.04.00
 tidak patut;ombudsman;1275;12;14/05/14 14.04.00
disdukcapil kota pekanbaru penundaan berlarut;ombudsman;NULL;14;14/05/14 14.04.00
kapolres polewali mandar permintaan imbalan uang, barang dan jasa;ombudsman;NULL;76;14/05/14 14.04.00
kepala tidak patut;ombudsman;9426;91;30/05/14 11.16.00
bupati penyalahgunaan wewenang;ombudsman;9426;91;30/05/14 11.47.00
wakil rektor ii universitas hasanuddin penyalahgunaan wewenang;ombudsman;NULL;73;14/05/14 14.04.00
kantor imigrasi bekasi penundaan berlarut;ombudsman;NULL;32;14/05/14 14.04.00
gubernur jawa timur, dprd kab. bondowoso penyimpangan prosedur;ombudsman;NULL;35;14/05/14 14.04.00
polda sulawesi selatan tidak kompeten;ombudsman;NULL;73;14/05/14 14.04.00
pt. asuransi allianz life indonesia tidak memberikan pelayanan;ombudsman;NULL;33;14/05/14 14.04.00
pengadilan tinggi jawa barat penyimpangan prosedur;ombudsman;NULL;32;14/05/14 14.04.00
dinas kesehatan prov. dki jakarta penundaan berlarut;ombudsman;NULL;31;14/05/14 14.04.00
kemenpan rb dan bkn ri tidak kompeten;ombudsman;3171;31;14/05/14 14.04.00
polda metro jaya penundaan berlarut;ombudsman;NULL;31;14/05/14 14.04.00
sekretaris desa kuwik penyimpangan prosedur;ombudsman;NULL;35;14/05/14 14.04.00
kemendikbud penyimpangan prosedur;ombudsman;NULL;31;14/05/14 14.04.00
 tidak patut;ombudsman;NULL;74;14/05/14 14.04.00
kepala bkd provinsi kalimantan selatan penyimpangan prosedur;ombudsman;NULL;63;14/05/14 14.04.00
bupati hulu sungai selatan tidak memberikan pelayanan;ombudsman;NULL;63;14/05/14 14.04.00
polres deli serdang berpihak;ombudsman;NULL;12;14/05/14 14.04.00
kantah kota administratif jakarta barat penundaan berlarut;ombudsman;NULL;31;14/05/14 14.04.00
kementerian kehutanan ri tidak memberikan pelayanan;ombudsman;NULL;31;14/05/14 14.04.00
kemenpera ri tidak memberikan pelayanan;ombudsman;NULL;31;14/05/14 14.04.00
perpustakaan nasional berpihak;ombudsman;NULL;31;14/05/14 14.04.00
direktur pdam tirta khatulistiwa tidak memberikan pelayanan;ombudsman;6171;61;14/05/14 14.04.00
direktur lantas polda kalbar penundaan berlarut;ombudsman;6171;61;14/05/14 14.04.00
ketua pn pontianak tidak patut;ombudsman;6171;61;14/05/14 14.04.00
kepala bkd dan diklat provinsi ntb penyimpangan prosedur;ombudsman;5271;52;14/05/14 14.04.00
direktur rsud kota mataram penyimpangan prosedur;ombudsman;5271;52;14/05/14 14.04.00
kepala dinas penundaan berlarut;ombudsman;1371;13;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;1377;13;14/05/14 14.04.00
bupati penundaan berlarut;ombudsman;NULL;33;14/05/14 14.04.00
bupati bireun tidak kompeten;ombudsman;NULL;11;14/05/14 14.04.00
manajer penundaan berlarut;ombudsman;7171;71;14/05/14 14.04.00
kepala kantor pertanahan bangka barat penundaan berlarut;ombudsman;NULL;19;14/05/14 14.04.00
tidak dilengkapi tidak patut;ombudsman;1971;19;14/05/14 14.04.00
polda riau penyalahgunaan wewenang;ombudsman;NULL;14;14/05/14 14.04.00
polda riau penundaan berlarut;ombudsman;NULL;14;14/05/14 14.04.00
kepala kantor bpn kabupaten gresik tidak memberikan pelayanan;ombudsman;3525;35;14/05/14 14.04.00
kepala sekolah sdn 2 bejagung tuban permintaan imbalan uang, barang dan jasa;ombudsman;3523;35;14/05/14 14.04.00
kepala kantor bpn kabupaten gresik tidak memberikan pelayanan;ombudsman;3525;35;14/05/14 14.04.00
pt. huma indah mekar (pt. him) penyalahgunaan wewenang;ombudsman;NULL;18;14/05/14 14.04.00
bkn kantor regional xii pekanbaru penyimpangan prosedur;ombudsman;NULL;13;14/05/14 14.04.00
polda jawa timur penyimpangan prosedur;ombudsman;NULL;35;14/05/14 14.04.00
badan pelayanan perizinan terpadu kabupaten banyuwangi permintaan imbalan uang, barang dan jasa;ombudsman;NULL;35;14/05/14 14.04.00
kepala kejaksaan negeri putussibau tidak patut;ombudsman;6108;61;14/05/14 14.04.00
rektor universitas mataram penundaan berlarut;ombudsman;5271;52;14/05/14 14.04.00
walikota, kepala bkd, kepala dinas pendidikan tidak memberikan pelayanan;ombudsman;1373;13;14/05/14 14.04.00
walikota makassar penyalahgunaan wewenang;ombudsman;NULL;73;14/05/14 14.04.00
kepala kantor pertanahan kota bengkulu penundaan berlarut;ombudsman;NULL;17;14/05/14 14.04.00
ketua stain curup penyimpangan prosedur;ombudsman;NULL;17;14/05/14 14.04.00
ppdes mendo 2013 diskriminasi;ombudsman;NULL;19;14/05/14 14.04.00
penyidik polda bali penyalahgunaan wewenang;ombudsman;5171;51;14/05/14 14.04.00
kepala bagian pelayanan penyimpangan prosedur;ombudsman;3673;36;14/05/14 14.04.00
kepala desa karang suraga tidak memberikan pelayanan;ombudsman;3604;36;14/05/14 14.04.00
kpu provinsi riau penyalahgunaan wewenang;ombudsman;NULL;14;14/05/14 14.04.00
kpu provinsi riau penyalahgunaan wewenang;ombudsman;NULL;14;14/05/14 14.04.00
kepala uptd dukcapil sukajadi penundaan berlarut;ombudsman;NULL;14;14/05/14 14.04.00
pln rayon panam penyalahgunaan wewenang;ombudsman;NULL;14;14/05/14 14.04.00
kepala kantor kementerian agama kota banjarmasin penundaan berlarut;ombudsman;NULL;63;14/05/14 14.04.00
disnakertrans kabupaten bekasi tidak kompeten;ombudsman;NULL;32;14/05/14 14.04.00
polres lembata ntt penyalahgunaan wewenang;ombudsman;NULL;53;14/05/14 14.04.00
kemenakertrans ri penundaan berlarut;ombudsman;NULL;31;14/05/14 14.04.00
kementerian kehutanan ri tidak memberikan pelayanan;ombudsman;NULL;61;14/05/14 14.04.00
yayasan bintang pagi indonesia penyalahgunaan wewenang;ombudsman;NULL;31;14/05/14 14.04.00
pengadilan negeri jakarta selatan tidak kompeten;ombudsman;NULL;31;14/05/14 14.04.00
polres singkawang berpihak;ombudsman;NULL;61;14/05/14 14.04.00
dinas tata ruang dan tata bangunan pemerintah kota medan tidak kompeten;ombudsman;NULL;12;14/05/14 14.04.00
smkn 8 bekasi tidak kompeten;ombudsman;3275;32;14/05/14 14.04.00
polrestabes semarang penundaan berlarut;ombudsman;NULL;33;14/05/14 14.04.00
polres lembata ntt penyalahgunaan wewenang;ombudsman;NULL;53;14/05/14 14.04.00
kemendikbud ri, walikota kota jakarta timur tidak kompeten;ombudsman;3171;31;14/05/14 14.04.00
dinas perindustrian, perdagangan, koperasi, dan ukm kabupaten pontianak tidak kompeten;ombudsman;NULL;61;14/05/14 14.04.00
polres berau, polda kalimantan timur tidak kompeten;ombudsman;NULL;64;14/05/14 14.04.00
dinas pengelolaan bangunan dan tanah kota surabaya penyalahgunaan wewenang;ombudsman;NULL;35;14/05/14 14.04.00
 penundaan berlarut;ombudsman;3171;31;14/05/14 14.04.00
tim pengadaan tanah direktorat jenderal bina marga kementerian pekerjaan umum penyalahgunaan wewenang;ombudsman;NULL;31;14/05/14 14.04.00
suku dinas kependudukan dan catatan sipil jakarta barat tidak kompeten;ombudsman;3174;31;14/05/14 14.04.00
polsek pasirian penundaan berlarut;ombudsman;NULL;35;14/05/14 14.04.00
polda metro jaya permintaan imbalan uang, barang dan jasa;ombudsman;NULL;31;14/05/14 14.04.00
ka. bkd penundaan berlarut;ombudsman;NULL;74;14/05/14 14.04.00
kepala dinas tenaga kerja kota surabaya penundaan berlarut;ombudsman;3515;35;14/05/14 14.04.00
kapolsek dungkek, sumenep madura penundaan berlarut;ombudsman;3529;35;14/05/14 14.04.00
 penyimpangan prosedur;ombudsman;NULL;81;14/05/14 14.04.00
direktur utama pdam puruk cahu penundaan berlarut;ombudsman;6213;62;14/05/14 14.04.00
lurah desa tidak memberikan pelayanan;ombudsman;NULL;33;14/05/14 14.04.00
kepala penundaan berlarut;ombudsman;NULL;33;14/05/14 14.04.00
pimpinan penundaan berlarut;ombudsman;NULL;33;14/05/14 14.04.00
direktur utama pdam intan banjar tidak memberikan pelayanan;ombudsman;NULL;63;14/05/14 14.04.00
notaris kota batam penyimpangan prosedur;ombudsman;NULL;21;14/05/14 14.04.00
 penundaan berlarut;ombudsman;1275;12;14/05/14 14.04.00
 penyalahgunaan wewenang;ombudsman;1275;12;14/05/14 14.04.00
 penyalahgunaan wewenang;ombudsman;1208;12;14/05/14 14.04.00
 diskriminasi;ombudsman;5171;51;14/05/14 14.04.00
kepala bkd & bupati rokan hilir penundaan berlarut;ombudsman;NULL;14;14/05/14 14.04.00
kepala kepolisian resort penundaan berlarut;ombudsman;9401;91;21/05/14 15.19.00
 tidak kompeten;ombudsman;9105;92;11/06/14 09.28.00
kepala bp3tki makassar tidak memberikan pelayanan;ombudsman;7371;73;11/12/14 09.07.00
kepala satpol polisi pamong praja kota banjarmasin tidak patut;ombudsman;NULL;63;14/05/14 14.04.00
lurah niki-niki tidak memberikan pelayanan;ombudsman;5304;53;14/05/14 14.04.00
kepala kepolisians daerah nusa tenggara timur penyalahgunaan wewenang;ombudsman;5371;53;14/05/14 14.04.00
kepala kepolisian resor sumba barat tidak patut;ombudsman;5301;53;14/05/14 14.04.00
 tidak memberikan pelayanan;ombudsman;NULL;51;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;76;14/05/14 14.04.00
kepala kejaksaan negeri kota kediri penundaan berlarut;ombudsman;3571;35;14/05/14 14.04.00
polres situbondo penundaan berlarut;ombudsman;3512;35;14/05/14 14.04.00
kepala dinas kesehatan kabupaten barito selatan tidak memberikan pelayanan;ombudsman;6204;62;14/05/14 14.04.00
dirut pdam barito selatan penundaan berlarut;ombudsman;6204;62;14/05/14 14.04.00
pt pertamina penundaan berlarut;ombudsman;NULL;16;14/05/14 14.04.00
kepala kepolisian resor lembata penyimpangan prosedur;ombudsman;5308;53;14/05/14 14.04.00
staf kantor desa muneng, probolinggo permintaan imbalan uang, barang dan jasa;ombudsman;3574;35;14/05/14 14.04.00
kadis pu kota mojokerto tidak memberikan pelayanan;ombudsman;3576;35;14/05/14 14.04.00
ketua permintaan imbalan uang, barang dan jasa;ombudsman;NULL;34;14/05/14 14.04.00
kepala kantor wilayah badan pertanahan nasional provinsi kalimantan selatan penundaan berlarut;ombudsman;NULL;63;14/05/14 14.04.00
kepala kantor pertanahan banjarbaru penyimpangan prosedur;ombudsman;NULL;61;14/05/14 14.04.00
kepala kejaksaan permintaan imbalan uang, barang dan jasa;ombudsman;7271;72;14/05/14 14.04.00
kepala tidak memberikan pelayanan;ombudsman;NULL;32;14/05/14 14.04.00
kepala tidak memberikan pelayanan;ombudsman;NULL;32;14/05/14 14.04.00
kepala kantor cabang utama pt. taspen (persero) di makassar penundaan berlarut;ombudsman;NULL;73;14/05/14 14.04.00
kepala bagian sengketa bpn kota makassar penundaan berlarut;ombudsman;NULL;73;14/05/14 14.04.00
pt. pln (persero) wil. sulselbar area watampone rayon hasanuddin tidak kompeten;ombudsman;NULL;73;14/05/14 14.04.00
pengelola ypi stikes mega rezky makassar penundaan berlarut;ombudsman;NULL;73;14/05/14 14.04.00
polsek jebus berpihak;ombudsman;NULL;19;14/05/14 14.04.00
 diskriminasi;ombudsman;NULL;19;14/05/14 14.04.00
 berpihak;ombudsman;NULL;19;14/05/14 14.04.00
kepala kantor bpn kuala tungkal penundaan berlarut;ombudsman;1507;15;14/05/14 14.04.00
 tidak kompeten;ombudsman;NULL;51;14/05/14 14.04.00
 tidak memberikan pelayanan;ombudsman;NULL;51;14/05/14 14.04.00
kepala kantor dinas pendidikan kota gorontalo penundaan berlarut;ombudsman;NULL;75;14/05/14 14.04.00
penyidik polsek payung sekaki permintaan imbalan uang, barang dan jasa;ombudsman;1471;14;23/05/14 13.03.00
 penyimpangan prosedur;ombudsman;1471;14;25/05/14 07.17.00
ketua kpu riau penyimpangan prosedur;ombudsman;1471;14;25/05/14 07.27.00
kepala sekolah smk uyelindo kupang tidak patut;ombudsman;5371;53;14/05/14 14.04.00
polresta bandar lampung penundaan berlarut;ombudsman;NULL;18;14/05/14 14.04.00
kejaksaan negeri kabupaten malang tidak memberikan pelayanan;ombudsman;NULL;35;14/05/14 14.04.00
universitas riau, kemendikbud ri penyalahgunaan wewenang;ombudsman;NULL;14;14/05/14 14.04.00
polsek siak hulu penundaan berlarut;ombudsman;NULL;14;14/05/14 14.04.00
kantor pertanahan jakarta selatan tidak kompeten;ombudsman;NULL;31;14/05/14 14.04.00
tni au, bpn penyalahgunaan wewenang;ombudsman;NULL;31;14/05/14 14.04.00
pt. pegadaian persero penundaan berlarut;ombudsman;NULL;35;14/05/14 14.04.00
pengadilan negeri tangerang, pengadilan tinggi banten tidak kompeten;ombudsman;NULL;36;14/05/14 14.04.00
polda lampung penyalahgunaan wewenang;ombudsman;1871;18;14/05/14 14.04.00
ka. bpn ri tidak patut;ombudsman;3173;31;14/05/14 14.04.00
bupati tidak kompeten;ombudsman;1311;13;14/05/14 14.04.00
kepala/ketua tidak patut;ombudsman;1371;13;14/05/14 14.04.00
kepala penundaan berlarut;ombudsman;1371;13;14/05/14 14.04.00
direktur bri cabang surabaya tidak kompeten;ombudsman;3578;35;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;NULL;34;14/05/14 14.04.00
pimpinan tidak memberikan pelayanan;ombudsman;NULL;34;14/05/14 14.04.00
kapolda kalsel penyimpangan prosedur;ombudsman;6371;63;14/05/14 14.04.00
bupati penundaan berlarut;ombudsman;6402;64;14/05/14 14.04.00
lurah kapasa, kecamatan birirngkanaya, kota makassar penyalahgunaan wewenang;ombudsman;NULL;73;14/05/14 14.04.00
sekretaris daerah pemerintah kabupaten rejang lebong penyimpangan prosedur;ombudsman;NULL;17;14/05/14 14.04.00
 penundaan berlarut;ombudsman;1275;12;14/05/14 14.04.00
 tidak kompeten;ombudsman;NULL;51;14/05/14 14.04.00
pegawai disdukcapil permintaan imbalan uang, barang dan jasa;ombudsman;1471;14;25/05/14 07.37.00
 penundaan berlarut;ombudsman;7314;73;24/10/14 10.09.00
kepala kepolisian daerah ntt penyalahgunaan wewenang;ombudsman;5371;53;14/05/14 14.04.00
bupati kabupaten lombok timur diskriminasi;ombudsman;5203;52;14/05/14 14.04.00
ketua pengadilan agama kelas i b praya penundaan berlarut;ombudsman;5202;52;14/05/14 14.04.00
pimpinan pt taspen mataram tidak memberikan pelayanan;ombudsman;5271;52;14/05/14 14.04.00
pimpinan btpn mataram penyimpangan prosedur;ombudsman;5271;52;14/05/14 14.04.00
plt bupati kabupaten bima penyimpangan prosedur;ombudsman;5272;52;14/05/14 14.04.00
plt bupati kabupaten bima penyalahgunaan wewenang;ombudsman;5272;52;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;81;14/05/14 14.04.00
kepala tidak memberikan pelayanan;ombudsman;NULL;34;14/05/14 14.04.00
kepala dinas pu kota palangka raya penundaan berlarut;ombudsman;6271;62;14/05/14 14.04.00
lurah landasan ulin tengah banjarbaru tidak memberikan pelayanan;ombudsman;NULL;63;14/05/14 14.04.00
manager pt pln rayon banjarbaru tidak memberikan pelayanan;ombudsman;NULL;63;14/05/14 14.04.00
ketua pengadilan negeri banjarmasin penundaan berlarut;ombudsman;NULL;63;14/05/14 14.04.00
kepala dinas pendidikan kabupaten kotabaru penundaan berlarut;ombudsman;NULL;63;14/05/14 14.04.00
kepala kanwil pt telkom provinsi lampung tidak kompeten;ombudsman;1871;18;14/05/14 14.04.00
kepala dinas pekerjaan umum tidak kompeten;ombudsman;6171;61;14/05/14 14.04.00
kepala kepolisian resor aceh barat penundaan berlarut;ombudsman;NULL;11;14/05/14 14.04.00
 permintaan imbalan uang, barang dan jasa;ombudsman;NULL;51;14/05/14 14.04.00
kapolres pandeglang penyalahgunaan wewenang;ombudsman;3601;36;14/05/14 14.04.00
 permintaan imbalan uang, barang dan jasa;ombudsman;NULL;51;14/05/14 14.04.00
 penyimpangan prosedur;ombudsman;NULL;75;14/05/14 14.04.00
kantor pertanahan kota gorontalo penyalahgunaan wewenang;ombudsman;7502;75;14/05/14 14.04.00
bupati rokan hilir penundaan berlarut;ombudsman;1409;14;25/05/14 08.13.00
bupati rohil penundaan berlarut;ombudsman;1409;14;26/05/14 08.36.00
ketua kpu penundaan berlarut;ombudsman;1407;14;27/05/14 06.09.00
bupati indramayu penyalahgunaan wewenang;ombudsman;3212;32;14/05/14 14.04.00
p2tk dikmen kemendikbud, sudin pendidikan kota jakarta pusat penundaan berlarut;ombudsman;NULL;31;14/05/14 14.04.00
bpn provinsi jawa timur, kantah kabupaten sumenep tidak kompeten;ombudsman;NULL;35;14/05/14 14.04.00
dinas kependudukan dan pencatatan sipil penyimpangan prosedur;ombudsman;NULL;31;14/05/14 14.04.00
dinas pendapatan daerah kabupaten probolinggo berpihak;ombudsman;3574;35;14/05/14 14.04.00
bkn, setneg ri tidak kompeten;ombudsman;NULL;74;14/05/14 14.04.00
suku dinas tenaga kerja dan transmigrasi kota administrasi kota jakarta timur penundaan berlarut;ombudsman;NULL;31;14/05/14 14.04.00
polda metro jaya tidak kompeten;ombudsman;3171;31;14/05/14 14.04.00
kantor pertanahan tangerang penundaan berlarut;ombudsman;NULL;36;14/05/14 14.04.00
kepala kantor pelabuhan utama tanjung perak surabaya penyimpangan prosedur;ombudsman;3578;35;14/05/14 14.04.00
lurah banjarsugihan tidak memberikan pelayanan;ombudsman;3578;35;14/05/14 14.04.00
kepala sekolah tidak patut;ombudsman;NULL;34;14/05/14 14.04.00
kepala sekolah diskriminasi;ombudsman;NULL;34;14/05/14 14.04.00
pimpinan penyalahgunaan wewenang;ombudsman;NULL;34;14/05/14 14.04.00
direktur utama pdam intan banjar tidak patut;ombudsman;NULL;63;14/05/14 14.04.00
kepala dinas bina marga kota banjarmasin tidak memberikan pelayanan;ombudsman;NULL;63;14/05/14 14.04.00
bupati lampung tengah penyimpangan prosedur;ombudsman;1805;18;14/05/14 14.04.00
lurah ende penundaan berlarut;ombudsman;NULL;73;14/05/14 14.04.00
kepala desa tadang palie. penyalahgunaan wewenang;ombudsman;NULL;73;14/05/14 14.04.00
kepala bkd bangka selatan penundaan berlarut;ombudsman;NULL;19;14/05/14 14.04.00
 penyalahgunaan wewenang;ombudsman;1275;12;14/05/14 14.04.00
bupati halmahera timur penundaan berlarut;ombudsman;8206;82;14/05/14 14.04.00
direktur pertamina ternate berpihak;ombudsman;NULL;82;14/05/14 14.04.00
bupati klungkung tidak memberikan pelayanan;ombudsman;NULL;51;14/05/14 14.04.00
bupati klungkung diskriminasi;ombudsman;NULL;51;14/05/14 14.04.00
general manager tidak memberikan pelayanan;ombudsman;9471;91;19/05/14 13.40.00
jaksa kejaksaan negeri maumere permintaan imbalan uang, barang dan jasa;ombudsman;5310;53;14/05/14 14.04.00
plt. kepala kantor pertanahan kabupaten kupang penyalahgunaan wewenang;ombudsman;5303;53;14/05/14 14.04.00
kepala kepolisian sektor kupang tengah penundaan berlarut;ombudsman;5303;53;14/05/14 14.04.00
kepala dinas tenaga kerja dan transmigrasi provinsi ntb penundaan berlarut;ombudsman;5271;52;14/05/14 14.04.00
kepala kepolisian resor kupang tidak patut;ombudsman;5303;53;14/05/14 14.04.00
kepala sdi waiklau permintaan imbalan uang, barang dan jasa;ombudsman;5310;53;14/05/14 14.04.00
 penyalahgunaan wewenang;ombudsman;NULL;74;14/05/14 14.04.00
kepala permintaan imbalan uang, barang dan jasa;ombudsman;NULL;32;14/05/14 14.04.00
kepala permintaan imbalan uang, barang dan jasa;ombudsman;3273;32;14/05/14 14.04.00
asdp tidak memberikan pelayanan;ombudsman;NULL;11;14/05/14 14.04.00
bupati klungkung tidak kompeten;ombudsman;NULL;51;14/05/14 14.04.00
direktur rsud ambarawa penyimpangan prosedur;ombudsman;3374;33;21/05/14 16.39.00
bupati semarang penyimpangan prosedur;ombudsman;3374;33;21/05/14 16.39.00
kepala kejaksaan negeri sukoharjo berpihak;ombudsman;3311;33;21/05/14 16.39.00
kepala trans marga jateng penyalahgunaan wewenang;ombudsman;NULL;33;21/05/14 16.39.00
kepala kepolisian sektor sidomukti, salatiga penyimpangan prosedur;ombudsman;3373;33;21/05/14 16.39.00
 penyimpangan prosedur;ombudsman;NULL;74;14/05/14 14.04.00
 penyimpangan prosedur;ombudsman;NULL;74;14/05/14 14.04.00
disnakertrans penundaan berlarut;ombudsman;NULL;74;14/05/14 14.04.00
polsek wakatobi penundaan berlarut;ombudsman;NULL;74;14/05/14 14.04.00
kades ngerong kec. gempol pasuruan tidak memberikan pelayanan;ombudsman;3575;35;14/05/14 14.04.00
kasat reskrim polres blitar penundaan berlarut;ombudsman;3572;35;14/05/14 14.04.00
kepala dinas kesehatan kab. lumajang penyalahgunaan wewenang;ombudsman;3509;35;14/05/14 14.04.00
kepala kepolisian daerah ntb penundaan berlarut;ombudsman;5271;52;14/05/14 14.04.00
kepala kepolisian sektor tanjung berpihak;ombudsman;5208;52;14/05/14 14.04.00
ketua pengadilan hubungan industrial mataram penundaan berlarut;ombudsman;5271;52;14/05/14 14.04.00
lurah desa penyimpangan prosedur;ombudsman;NULL;34;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;NULL;71;14/05/14 14.04.00
kepala bpjs kesehatan kota bandar lampung tidak memberikan pelayanan;ombudsman;1871;18;14/05/14 14.04.00
direktur pdam tirta galaherang kab. pontianak tidak kompeten;ombudsman;6171;61;14/05/14 14.04.00
lurah padang nangka permintaan imbalan uang, barang dan jasa;ombudsman;NULL;17;14/05/14 14.04.00
 penyimpangan prosedur;ombudsman;NULL;21;14/05/14 14.04.00
pimpinan proyek pt dwi mitra sukses tidak patut;ombudsman;NULL;21;14/05/14 14.04.00
kepala dinas perhubungan kota batam penyimpangan prosedur;ombudsman;NULL;21;14/05/14 14.04.00
kepala sekolah penyalahgunaan wewenang;ombudsman;1371;13;14/05/14 14.04.00
kepala sekolah penyimpangan prosedur;ombudsman;1371;13;14/05/14 14.04.00
lurah tidak kompeten;ombudsman;1371;13;14/05/14 14.04.00
kepala dinas perhubungan kab. lebak tidak memberikan pelayanan;ombudsman;3602;36;14/05/14 14.04.00
 tidak memberikan pelayanan;ombudsman;NULL;51;14/05/14 14.04.00
 tidak kompeten;ombudsman;NULL;51;14/05/14 14.04.00
rsud dr. a. dadi tjokrodhipo penyalahgunaan wewenang;ombudsman;1871;18;14/05/14 14.04.00
kepala bkd rohul penundaan berlarut;ombudsman;1407;14;27/05/14 06.17.00
 penyimpangan prosedur;ombudsman;9105;92;11/06/14 10.22.00
kementerian pekerjaan umum penyimpangan prosedur;ombudsman;NULL;31;14/05/14 14.04.00
polres kerinci penyalahgunaan wewenang;ombudsman;1501;15;14/05/14 14.04.00
pemda kabupaten kutai timur, kecamatan bengalon tidak memberikan pelayanan;ombudsman;6404;64;14/05/14 14.04.00
disnakertrans tangerang selatan penyalahgunaan wewenang;ombudsman;3674;36;14/05/14 14.04.00
polda jawa barat tidak kompeten;ombudsman;NULL;32;14/05/14 14.04.00
pemerintah provinsi riau penyimpangan prosedur;ombudsman;NULL;14;14/05/14 14.04.00
dirjen sumber daya air kementerian pekerjaan umum tidak kompeten;ombudsman;NULL;31;14/05/14 14.04.00
pt. bank permata tbk penyalahgunaan wewenang;ombudsman;NULL;35;14/05/14 14.04.00
kemendikbud ri penundaan berlarut;ombudsman;3173;31;14/05/14 14.04.00
suku dinas tenaga kerja transmigrasi kotamadya jakarta selatan tidak kompeten;ombudsman;NULL;31;14/05/14 14.04.00
pengadilan agama tigaraksa tidak kompeten;ombudsman;NULL;36;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;81;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;81;14/05/14 14.04.00
kepala dinas pendidikan kabupaten kapuas penundaan berlarut;ombudsman;6203;62;14/05/14 14.04.00
notaris dan ppat penundaan berlarut;ombudsman;NULL;33;14/05/14 14.04.00
camat penundaan berlarut;ombudsman;NULL;33;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;NULL;71;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;NULL;71;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;72;14/05/14 14.04.00
walikota pontianak tidak patut;ombudsman;6171;61;14/05/14 14.04.00
kepala dinas perhubungan dan komunikasi informasi provinsi kalbar tidak kompeten;ombudsman;6171;61;14/05/14 14.04.00
kepala dinas perhubungan, komunikasi dan informatika provinsi kalimantan barat tidak kompeten;ombudsman;6171;61;14/05/14 14.04.00
gubernur tidak memberikan pelayanan;ombudsman;NULL;32;14/05/14 14.04.00
camat tidak memberikan pelayanan;ombudsman;NULL;32;14/05/14 14.04.00
direktur rsud raden mattaher jambi penyimpangan prosedur;ombudsman;1571;15;14/05/14 14.04.00
gubernur pemerintah provinsi kepulauan riau tidak patut;ombudsman;NULL;21;14/05/14 14.04.00
 penyalahgunaan wewenang;ombudsman;1205;12;14/05/14 14.04.00
kepala sekolah penyalahgunaan wewenang;ombudsman;1206;12;14/05/14 14.04.00
kepala dinas kependudukan dan catatan sipil permintaan imbalan uang, barang dan jasa;ombudsman;NULL;76;14/05/14 14.04.00
kantah kab. semarang penundaan berlarut;ombudsman;NULL;33;21/05/14 16.39.00
kepala bkd kepulauan meranti penundaan berlarut;ombudsman;1410;14;27/05/14 06.25.00
pimpinan pdam menang mataram penyimpangan prosedur;ombudsman;5271;52;14/05/14 14.04.00
 tidak patut;ombudsman;NULL;74;14/05/14 14.04.00
manajer tidak memberikan pelayanan;ombudsman;7171;71;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;7171;71;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;7171;71;14/05/14 14.04.00
direktur penundaan berlarut;ombudsman;7171;71;14/05/14 14.04.00
direktur utama pt. sugar group companies tidak patut;ombudsman;1808;18;14/05/14 14.04.00
 tidak kompeten;ombudsman;NULL;72;14/05/14 14.04.00
kepala dinas perindustrian perdagangan, koperasi ukm, pertambangan dan energi kabupaten pontianak diskriminasi;ombudsman;6171;61;14/05/14 14.04.00
kepala tidak memberikan pelayanan;ombudsman;NULL;32;14/05/14 14.04.00
kepala penyimpangan prosedur;ombudsman;NULL;32;14/05/14 14.04.00
kepala lpdb - kumkm penyalahgunaan wewenang;ombudsman;NULL;73;14/05/14 14.04.00
1. bupati aceh besar            2.  gubernur aceh penundaan berlarut;ombudsman;NULL;11;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;19;14/05/14 14.04.00
 penundaan berlarut;ombudsman;NULL;19;14/05/14 14.04.00
kepala rutan, dan kepala lapas diskriminasi;ombudsman;NULL;82;14/05/14 14.04.00
 berpihak;ombudsman;1205;12;14/05/14 14.04.00
 penyimpangan prosedur;ombudsman;1275;12;14/05/14 14.04.00
ketua yayasan salsabila penyalahgunaan wewenang;ombudsman;3673;36;14/05/14 14.04.00
 penyimpangan prosedur;ombudsman;NULL;75;14/05/14 14.04.00
kepala bkd kepulauan meranti penundaan berlarut;ombudsman;1410;14;27/05/14 06.33.00
kepala dinas disnakertrans kab. inhil tidak kompeten;ombudsman;1403;14;27/05/14 06.42.00
