context;source;city_id;province_id;date (DD/MM/YY HH.mm.ss)
penyuapan pengadilan tinggi dki jakarta;kpk;3173;31;03/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;NULL;11;20/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi banten;kpk;NULL;53;12/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kejaksaan tinggi sulawesi utara;kpk;7106;71;16/05/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kementerian pekerjaan umum;kpk;3522;35;13/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;NULL;11;24/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;3173;31;03/03/14 00.00.00
penyuapan pemerintah kota bima;kpk;5272;52;28/01/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lombok tengah;kpk;5202;52;05/02/14 00.00.00
pemerasan pemerintah kota salatiga;kpk;3373;33;20/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;3374;33;29/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten jepara;kpk;NULL;53;03/12/14 00.00.00
penyuapan mahkamah konstitusi;kpk;5272;52;05/03/14 00.00.00
penyuapan kejaksaan tinggi kepulauan bangka belitung;kpk;1905;19;14/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;3173;31;11/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;3273;32;03/03/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi pemerintah provinsi kalimantan tengah;kpk;6271;62;07/03/14 00.00.00
penyuapan pemerintah provinsi jambi;kpk;1571;15;20/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten gorontalo;kpk;NULL;53;29/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten musi banyuasin;kpk;1606;16;07/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten demak;kpk;3321;33;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten barito kuala;kpk;6304;63;25/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten tapanuli tengah;kpk;1204;12;24/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. hutama karya;kpk;NULL;11;26/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. tabungan asuransi pensiun;kpk;3173;31;05/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian keuangan;kpk;3173;31;28/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara badan pelaksana kegiatan usaha hulu migas (bp migas);kpk;3276;32;04/11/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah provinsi jawa tengah;kpk;3374;33;10/11/14 00.00.00
penyuapan kementerian kehutanan;kpk;1571;15;11/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kepolisian daerah sulawesi utara;kpk;7171;71;17/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kepolisian daerah sulawesi utara;kpk;7171;71;19/03/14 00.00.00
penyuapan mahkamah agung;kpk;1571;15;11/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten langkat;kpk;1213;12;20/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara;kpk;1806;18;06/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota palangka raya;kpk;6271;62;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;3175;31;11/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pendidikan nasional;kpk;1275;12;19/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sintang;kpk;6107;61;17/03/14 00.00.00
pemerasan ;kpk;7101;71;13/03/14 00.00.00
pemerasan mahkamah agung;kpk;1407;14;26/03/14 00.00.00
pemerasan pemerintah kabupaten poso;kpk;7204;72;07/03/14 00.00.00
gratifikasi kepolisian resor kota jakarta utara;kpk;3175;31;27/01/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten seluma;kpk;1705;17;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pakpak bharat;kpk;1216;12;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara perum percetakan negara republik indonesia (pnri);kpk;3173;31;08/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota surabaya;kpk;3578;35;19/03/14 00.00.00
pemerasan pemerintah kota batam;kpk;2171;21;19/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota bengkulu;kpk;1771;17;19/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten ngawi;kpk;3521;35;07/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten kampar;kpk;1406;14;15/04/14 00.00.00
penyuapan perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (lppnpi);kpk;3671;36;01/04/14 00.00.00
penyuapan pemerintah kota depok;kpk;3276;32;04/03/14 00.00.00
penyuapan kantor menteri negara pendayagunaan aparatur negara;kpk;1214;12;28/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kejaksaan negeri tanjung pinang;kpk;2172;21;08/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten kampar;kpk;1406;14;15/04/14 00.00.00
penyuapan pemerintah kabupaten lebak;kpk;3602;36;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi jambi;kpk;NULL;11;27/02/14 00.00.00
pemerasan pemerintah provinsi kepulauan riau;kpk;2171;21;07/05/14 00.00.00
pemerasan pemerintah provinsi sulawesi tengah;kpk;7271;72;03/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian perhubungan;kpk;9102;92;02/04/14 00.00.00
penyuapan kementerian tenaga kerja dan transmigrasi;kpk;NULL;53;11/03/14 00.00.00
penyuapan ;kpk;3273;32;23/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten kutai kartanegara;kpk;6403;64;28/04/14 00.00.00
perbuatan curang pemerintah kabupaten pesawaran;kpk;1809;18;08/05/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kejaksaan negeri jayapura;kpk;9471;91;28/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian kesehatan;kpk;3173;31;26/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara komisi pemberantasan korupsi (kpk);kpk;3171;31;09/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten tebo;kpk;1508;15;15/01/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;1373;13;17/04/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kejaksaan negeri jayapura;kpk;9471;91;28/03/14 00.00.00
penyuapan pemerintah kabupaten muara enim;kpk;1603;16;07/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian negara pembangunan daerah tertinggal;kpk;3171;31;23/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten barru;kpk;7310;73;17/03/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kejaksaan negeri jayapura;kpk;9471;91;28/03/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kejaksaan negeri jayapura;kpk;9471;91;28/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara badan pelaksana kegiatan usaha hulu migas (bp migas);kpk;NULL;11;09/05/14 00.00.00
penyuapan pemerintah kabupaten padang lawas utara;kpk;1220;12;17/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan gas negara;kpk;3171;31;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota pare-pare;kpk;7372;73;07/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten kulon progo;kpk;3401;34;04/03/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi pemerintah kabupaten kepulauan aru;kpk;8105;81;16/12/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota sibolga;kpk;1271;12;26/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;1206;12;25/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten labuhan batu;kpk;1207;12;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. bank rakyat indonesia;kpk;3173;31;01/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian tenaga kerja dan transmigrasi;kpk;3171;31;24/02/14 00.00.00
benturan kepentingan dalam pengadaan pemerintah provinsi riau;kpk;1471;14;18/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten selayar;kpk;7301;73;28/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kepolisian resor madiun;kpk;3577;35;29/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;7371;73;13/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten madiun;kpk;3577;35;15/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kejaksaan tinggi d i yogyakarta;kpk;3471;34;04/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bekasi;kpk;3275;32;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten wajo;kpk;7313;73;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;7371;73;06/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pandeglang;kpk;3601;36;18/03/14 00.00.00
penyuapan mabes polri;kpk;3175;31;04/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten konawe utara;kpk;7410;74;21/02/14 00.00.00
penyuapan kementerian pekerjaan umum;kpk;7502;75;07/04/14 00.00.00
pemerasan kementerian keuangan;kpk;3173;31;04/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. bank rakyat indonesia;kpk;3173;31;01/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara non pemerintah - swasta;kpk;1971;19;11/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lanny jaya;kpk;9430;91;07/03/14 00.00.00
pemerasan kepolisian resor kota medan;kpk;1275;12;25/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah provinsi d i yogyakarta;kpk;3471;34;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. bank jabar banten (bjb);kpk;3273;32;20/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten yahukimo;kpk;9416;91;21/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pendidikan nasional;kpk;3521;35;26/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pandeglang;kpk;3601;36;18/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara mabes polri;kpk;3171;31;06/05/14 00.00.00
penyuapan pemerintah kabupaten bolaang mongondow selatan;kpk;7110;71;05/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi dki jakarta;kpk;3173;31;15/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pertamina;kpk;3173;31;20/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. bank rakyat indonesia;kpk;3171;31;04/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten indramayu;kpk;3212;32;17/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota jakarta selatan;kpk;3171;31;02/04/14 00.00.00
pemerasan kejaksaan tinggi lampung;kpk;1871;18;11/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten musi banyuasin;kpk;1606;16;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi nanggroe aceh darussalam;kpk;1171;11;26/03/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi ;kpk;NULL;11;24/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;7371;73;03/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota tangerang;kpk;3671;36;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota kupang;kpk;5303;53;26/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pelalawan;kpk;1404;14;24/03/14 00.00.00
penyuapan kementerian sosial;kpk;3173;31;24/03/14 00.00.00
penyuapan pt. bank rakyat indonesia;kpk;3172;31;28/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara komisi pemberantasan korupsi (kpk);kpk;NULL;11;19/03/14 00.00.00
penyuapan pemerintah provinsi dki jakarta;kpk;3174;31;02/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banyuwangi;kpk;3510;35;12/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten seluma;kpk;1705;17;17/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten selayar;kpk;7301;73;28/03/14 00.00.00
penggelapan dalam jabatan pemerintah kabupaten maluku tenggara barat;kpk;8102;81;27/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian tenaga kerja dan transmigrasi;kpk;3171;31;26/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;1206;12;19/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota makassar;kpk;7371;73;07/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten mojokerto;kpk;3576;35;07/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten kepulauan sitaro;kpk;7108;71;05/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian negara pembangunan daerah tertinggal;kpk;3171;31;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sintang;kpk;6107;61;05/05/14 00.00.00
penyuapan non pemerintah - swasta;kpk;1105;11;01/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pertamina;kpk;3173;31;14/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten minahasa tenggara;kpk;7109;71;02/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten penajam pasir utara;kpk;6409;64;02/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kepolisian resor pekalongan;kpk;3375;33;08/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi gorontalo;kpk;7501;75;13/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten mojokerto;kpk;3576;35;07/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pekerjaan umum;kpk;3171;31;07/04/14 00.00.00
penyuapan pemerintah kabupaten sintang;kpk;6107;61;24/03/14 00.00.00
pemerasan pemerintah kabupaten lampung tengah;kpk;1805;18;12/03/14 00.00.00
gratifikasi pt. pelindo iii;kpk;1275;12;25/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pendidikan nasional;kpk;3521;35;26/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten aceh timur;kpk;1105;11;08/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi sumatera utara;kpk;NULL;11;28/04/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi pemerintah kota bekasi;kpk;3275;32;21/04/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi perusahaan jawatan televisi republik indonesia (tvri);kpk;3171;31;30/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten toba samosir;kpk;1206;12;29/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian energi dan sumber daya mineral;kpk;5271;52;24/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten alor;kpk;5307;53;17/03/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kejaksaan negeri sumenep;kpk;3529;35;12/03/14 00.00.00
penyuapan pemerintah kabupaten selayar;kpk;7301;73;13/03/14 00.00.00
penyuapan pemerintah kabupaten tanggamus;kpk;1802;18;27/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bandung barat;kpk;3217;32;21/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi papua;kpk;9471;91;30/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pekerjaan umum;kpk;1371;13;11/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten buton;kpk;7401;74;05/05/14 00.00.00
penyuapan pemerintah provinsi jawa timur;kpk;3578;35;22/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bantul;kpk;3402;34;30/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara;kpk;1806;18;06/05/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi komisi pemberantasan korupsi (kpk);kpk;3273;32;12/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten indramayu;kpk;3212;32;21/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten nunukan;kpk;6503;64;05/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bengkalis;kpk;1408;14;12/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;7371;73;03/04/14 00.00.00
penyuapan pt. pertamina;kpk;3173;31;14/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sarmi;kpk;9419;91;04/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pandeglang;kpk;3601;36;18/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten boyolali;kpk;3309;33;08/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perkebunan nusantara iv;kpk;1275;12;08/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara ;kpk;6401;64;07/04/14 00.00.00
gratifikasi pemerintah provinsi sulawesi utara;kpk;7171;71;14/04/14 00.00.00
gratifikasi pemerintah kabupaten tapanuli tengah;kpk;1204;12;20/05/14 00.00.00
tindak pidana lain yang berkaitan dengan tindak pidana korupsi dewan perwakilan rakyat daerah kabupaten lamongan;kpk;3524;35;14/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. kereta api indonesia;kpk;3374;33;21/05/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara sekretariat jenderal dpr-ri;kpk;3575;35;16/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten malang;kpk;3573;35;15/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pekerjaan umum;kpk;1371;13;11/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banjar;kpk;6303;63;21/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pertahanan;kpk;3173;31;01/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sukoharjo;kpk;3311;33;01/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten karanganyar;kpk;3313;33;30/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sukoharjo;kpk;3311;33;11/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi kalimantan timur;kpk;6472;64;02/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara;kpk;1806;18;14/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten langkat;kpk;1213;12;14/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banyuwangi;kpk;3510;35;26/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara sekretariat jenderal dpr-ri;kpk;3575;35;16/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara komisi pemilihan umum (kpu);kpk;3173;31;10/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara sekretariat jenderal dpr-ri;kpk;NULL;11;10/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten tapanuli tengah;kpk;1204;12;07/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kejaksaan negeri jantho;kpk;1108;11;04/04/14 00.00.00
penyuapan pemerintah kabupaten ogan komering ulu selatan;kpk;1608;16;25/02/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota sukabumi;kpk;3272;32;27/02/14 00.00.00
gratifikasi kantor menteri negara kebudayaan dan pariwisata;kpk;3173;31;16/04/14 00.00.00
penyuapan pemerintah kabupaten banyuasin;kpk;1607;16;17/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bekasi;kpk;3275;32;21/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pertamina;kpk;3173;31;02/04/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara;kpk;3320;33;20/03/14 00.00.00
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pendidikan nasional;kpk;1471;14;07/04/14 00.00.00
penyuapan pengadilan negeri majalengka;kpk;3210;32;28/03/14 00.00.00
